TimeStamp,GBVibForward,GBVibLateral,GBVibVertical,addVibForward,addVibLateral,addVibVertical
2017/05/24_12:10:22.446,-1015.406,110.532,-8.174,0,,
2017/05/24_12:10:22.451,-1016.504,107.177,-8.052,0,,
2017/05/24_12:10:22.456,-1016.687,106.811,-7.198,0,,
2017/05/24_12:10:22.461,-1019.188,107.97,-7.015,0,,
2017/05/24_12:10:22.466,-1017.114,105.408,-8.723,0,,
2017/05/24_12:10:22.471,-1015.833,107.726,-5.429,0,,
2017/05/24_12:10:22.476,-1017.785,106.933,-8.113,0,,
2017/05/24_12:10:22.481,-1016.138,105.53,-7.137,0,,
2017/05/24_12:10:22.486,-1018.212,106.262,-7.259,0,,
2017/05/24_12:10:22.491,-1021.384,106.018,-7.32,0,,
2017/05/24_12:10:22.496,-1017.968,106.689,-7.686,0,,
2017/05/24_12:10:22.501,-1018.151,105.591,-7.747,0,,
2017/05/24_12:10:22.506,-1016.931,103.09,-9.882,0,,
2017/05/24_12:10:22.511,-1018.7,107.909,-5.246,0,,
2017/05/24_12:10:22.516,-1019.066,108.458,-9.699,0,,
2017/05/24_12:10:22.521,-1017.48,106.872,-8.052,0,,
2017/05/24_12:10:22.526,-1016.992,104.493,-5.49,0,,
2017/05/24_12:10:22.531,-1019.432,107.36,-10.553,0,,
2017/05/24_12:10:22.536,-1020.286,106.933,-7.503,0,,
2017/05/24_12:10:22.541,-1017.358,109.8,-10.248,0,,
2017/05/24_12:10:22.546,-1016.992,106.201,-6.893,0,,
2017/05/24_12:10:22.551,-1016.687,106.079,-5.795,0,,
2017/05/24_12:10:22.556,-1019.92,106.079,-9.028,0,,
2017/05/24_12:10:22.561,-1020.713,105.103,-8.845,0,,
2017/05/24_12:10:22.566,-1018.212,106.75,-7.93,0,,
2017/05/24_12:10:22.571,-1017.968,103.578,-5.978,0,,
2017/05/24_12:10:22.576,-1019.188,109.251,-6.222,0,,
2017/05/24_12:10:22.581,-1018.517,107.36,-7.076,0,,
2017/05/24_12:10:22.586,-1018.822,107.726,-6.527,0,,
2017/05/24_12:10:22.591,-1018.212,105.53,-7.747,0,,
2017/05/24_12:10:22.596,-1018.7,106.75,-8.296,0,,
2017/05/24_12:10:22.601,-1019.31,105.652,-7.869,0,,
2017/05/24_12:10:22.606,-1015.894,105.042,-8.174,0,,
2017/05/24_12:10:22.611,-1017.114,106.75,-7.503,0,,
2017/05/24_12:10:22.616,-1018.578,104.493,-9.272,0,,
2017/05/24_12:10:22.621,-1018.578,107.543,-7.564,0,,
2017/05/24_12:10:22.626,-1017.358,106.079,-6.71,0,,
2017/05/24_12:10:22.631,-1017.785,107.726,-7.198,0,,
2017/05/24_12:10:22.636,-1015.223,105.103,-7.808,0,,
2017/05/24_12:10:22.641,-1020.042,106.689,-6.039,0,,
2017/05/24_12:10:22.646,-1017.602,109.8,-6.649,0,,
2017/05/24_12:10:22.651,-1017.297,106.75,-5.429,0,,
2017/05/24_12:10:22.656,-1018.517,108.458,-7.076,0,,
2017/05/24_12:10:22.661,-1015.833,105.957,-7.808,0,,
2017/05/24_12:10:22.666,-1017.175,103.456,-8.54,0,,
2017/05/24_12:10:22.671,-1018.151,105.652,-9.943,0,,
2017/05/24_12:10:22.676,-1017.663,107.055,-8.601,0,,
2017/05/24_12:10:22.681,-1020.225,104.737,-5.612,0,,
2017/05/24_12:10:22.686,-1019.188,107.116,-6.1,0,,
2017/05/24_12:10:22.691,-1017.053,105.469,-8.723,0,,
2017/05/24_12:10:22.696,-1017.48,106.323,-6.405,0,,
2017/05/24_12:10:22.701,-1017.419,105.347,-9.455,0,,
2017/05/24_12:10:22.706,-1017.236,107.36,-8.052,0,,
2017/05/24_12:10:22.711,-1016.809,107.482,-7.259,0,,
2017/05/24_12:10:22.716,-1016.077,106.506,-8.418,0,,
2017/05/24_12:10:22.721,-1016.87,107.909,-6.161,0,,
2017/05/24_12:10:22.726,-1016.26,104.005,-6.893,0,,
2017/05/24_12:10:22.731,-1016.077,104.859,-8.357,0,,
2017/05/24_12:10:22.736,-1018.517,107.604,-7.32,0,,
2017/05/24_12:10:22.741,-1016.565,106.506,-6.527,0,,
2017/05/24_12:10:22.746,-1015.955,105.53,-5.917,0,,
2017/05/24_12:10:22.751,-1015.589,105.53,-7.625,0,,
2017/05/24_12:10:22.756,-1014.491,106.323,-6.1,0,,
2017/05/24_12:10:22.761,-1016.687,108.275,-5.734,0,,
2017/05/24_12:10:22.766,-1020.774,104.676,-8.845,0,,
2017/05/24_12:10:22.771,-1015.65,107.604,-7.32,0,,
2017/05/24_12:10:22.776,-1017.663,106.018,-8.235,0,,
2017/05/24_12:10:22.781,-1016.809,106.018,-6.1,0,,
2017/05/24_12:10:22.786,-1018.578,106.75,-9.028,0,,
2017/05/24_12:10:22.791,-1017.419,105.408,-7.808,0,,
2017/05/24_12:10:22.796,-1016.626,107.116,-5.917,0,,
2017/05/24_12:10:22.801,-1018.151,105.347,-7.137,0,,
2017/05/24_12:10:22.806,-1019.005,109.068,-9.211,0,,
2017/05/24_12:10:22.811,-1018.517,106.018,-10.37,0,,
2017/05/24_12:10:22.816,-1015.528,103.944,-8.662,0,,
2017/05/24_12:10:22.821,-1012.722,108.214,-8.906,0,,
2017/05/24_12:10:22.826,-1017.114,105.591,-5.551,0,,
2017/05/24_12:10:22.831,-1020.53,104.981,-9.455,0,,
2017/05/24_12:10:22.836,-1017.48,106.323,-7.198,0,,
2017/05/24_12:10:22.841,-1017.968,106.079,-8.906,0,,
2017/05/24_12:10:22.846,-1018.273,104.615,-6.161,0,,
2017/05/24_12:10:22.851,-1015.101,105.225,-8.235,0,,
2017/05/24_12:10:22.856,-1019.31,104.676,-7.259,0,,
2017/05/24_12:10:22.861,-1016.443,107.055,-9.394,0,,
2017/05/24_12:10:22.866,-1016.809,106.75,-8.784,0,,
2017/05/24_12:10:22.871,-1015.223,106.75,-7.198,0,,
2017/05/24_12:10:22.876,-1015.406,107.177,-7.503,0,,
2017/05/24_12:10:22.881,-1017.297,107.36,-8.174,0,,
2017/05/24_12:10:22.886,-1018.883,109.19,-10.614,0,,
2017/05/24_12:10:22.891,-1018.761,108.275,-9.882,0,,
2017/05/24_12:10:22.896,-1016.016,104.737,-8.418,0,,
2017/05/24_12:10:22.901,-1017.663,107.665,-9.028,0,,
2017/05/24_12:10:22.906,-1014.857,107.055,-7.381,0,,
2017/05/24_12:10:22.911,-1018.334,104.554,-8.052,0,,
